718,"Черемша слабосоленая ву",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=718&find_section_section=-1&WF=Y,"24     гр.","0     гр.","65     гр.","35 ккал"
388,"Земляника сушеная ДВ 100 гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=388&find_section_section=-1&WF=Y,"12     гр.","56     гр.","54     гр.","82 ккал"
390,"Клюква вяленая ДВ 200 гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=390&find_section_section=-1&WF=Y,"585     гр.","415     гр.","2173     гр.","351 ккал"
394,"Облепиха сушеная ДВ 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=394&find_section_section=-1&WF=Y,"12     гр.","56     гр.","54     гр.","82 ккал"
395,"Черника сушеная ДВ 100 гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=395&find_section_section=-1&WF=Y,"63     гр.","433     гр.","34     гр.","251 ккал"
502,"Брусника с/м вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=502&find_section_section=-1&WF=Y,"0     гр.","7     гр.","0     гр.","28 ккал"
503,"Вороника с/м 200г",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=503&find_section_section=-1&WF=Y,,,,
504,"Голубика с/м 200г",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=504&find_section_section=-1&WF=Y,,,,
505,"Клюква с/м вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=505&find_section_section=-1&WF=Y,"0     гр.","12     гр.","0     гр.","48 ккал"
506,"Морошка с/м вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=506&find_section_section=-1&WF=Y,"     гр.","     гр.","     гр."," ккал"
507,"Черника с/м вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=507&find_section_section=-1&WF=Y,"0     гр.","8     гр.","0     гр.","32 ккал"
860,"Брусника вяленая 250гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=860&find_section_section=-1&WF=Y,"585     гр.","415     гр.","2173     гр.","351 ккал"
870,"Земляника сушеная 70гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=870&find_section_section=-1&WF=Y,"     гр.","     гр.","     гр."," ккал"
877,"Клубника полевая 70г",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=877&find_section_section=-1&WF=Y,"26     гр.","225     гр.","0     гр.","160 ккал"
878,"Клюква вяленая 200гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=878&find_section_section=-1&WF=Y,"585     гр.","415     гр.","2173     гр.","351 ккал"
889,"Малина вяленая 250гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=889&find_section_section=-1&WF=Y,"585     гр.","415     гр.","2173     гр.","351 ккал"
950,"Черника вяленая 250гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=950&find_section_section=-1&WF=Y,"585     гр.","415     гр.","2173     гр.","351 ккал"
645,"Вырезка из Оленины с/м в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=645&find_section_section=-1&WF=Y,"202    гр.","    гр.","    гр.",106
646,"Голень Оленя  в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=646&find_section_section=-1&WF=Y,"205    гр.","    гр.","    гр.",144
648,"Жеребятина ребра см",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=648&find_section_section=-1&WF=Y,,,,
650,"Косуля с/м в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=650&find_section_section=-1&WF=Y,,,,
658,"Ленивая мышца марала с/м вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=658&find_section_section=-1&WF=Y,,,,
660,"Мякоть косули с/м вес. ТЦ",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=660&find_section_section=-1&WF=Y,"211     гр.","0     гр.","6     гр.","138 ккал"
661,"Мякоть лося с/м вес. ТЦ",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=661&find_section_section=-1&WF=Y,"214     гр.","0     гр.","17     гр.","101 ккал"
662,"Мякоть марала с/м вес.ТЦ",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=662&find_section_section=-1&WF=Y,"21     гр.","0     гр.","1     гр.","110 ккал"
663,"Мякоть оленя с/м  ТЦ",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=663&find_section_section=-1&WF=Y,"195     гр.","0     гр.","85     гр.","155 ккал"
664,"Мякоть сарлыка с/м вес.ТЦ",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=664&find_section_section=-1&WF=Y,"195     гр.","0     гр.","85     гр.","155 ккал"
670,"Ребра Оленя с/м в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=670&find_section_section=-1&WF=Y,,,,
674,"Шея Оленя на кости",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=674&find_section_section=-1&WF=Y,,,,
547,"Сушеное мясо Бобра 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=547&find_section_section=-1&WF=Y,"34    гр.","    гр.","    гр.",302
548,"Сушеное мясо Гуся 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=548&find_section_section=-1&WF=Y,"38    гр.","    гр.","    гр.",242
549,"Сушеное мясо Зайца 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=549&find_section_section=-1&WF=Y,"38    гр.","    гр.","    гр.",368
550,"Сушеное мясо Кабана 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=550&find_section_section=-1&WF=Y,"24    гр.","    гр.","    гр.",528
551,"Сушеное мясо Конины 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=551&find_section_section=-1&WF=Y,"34    гр.","    гр.","    гр.",388
552,"Сушеное мясо Лося 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=552&find_section_section=-1&WF=Y,"    гр.","    гр.","    гр.",
553,"Сушеное мясо Медведя 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=553&find_section_section=-1&WF=Y,"34    гр.","    гр.","    гр.",388
554,"Сушеное мясо Оленя 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=554&find_section_section=-1&WF=Y,"34    гр.","    гр.","    гр.",388
555,"Сушеное мясо Страуса 100 гр.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=555&find_section_section=-1&WF=Y,"41    гр.","    гр.","    гр.",245
508,"Бастурма из Оленины Сибирская с/в в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=508&find_section_section=-1&WF=Y,"38,4     гр.","2     гр.","4,8     гр.","204 ккал"
510,"Казы в натуральной оболочке",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=510&find_section_section=-1&WF=Y,,,,
511,"Карпаччо из оленины классическое с\к",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=511&find_section_section=-1&WF=Y,"263     гр.","2     гр.","33     гр.","134 ккал"
512,"Колбаса из мяса Лося вес",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=512&find_section_section=-1&WF=Y,"     гр.","     гр.","     гр."," ккал"
513,"Колбаса из оленины Ветчинная к\в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=513&find_section_section=-1&WF=Y,"195     гр.","0     гр.","85     гр.","154 ккал"
514,"Колбаса из оленины Заполярная с\к",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=514&find_section_section=-1&WF=Y,"15     гр.","0     гр.","35     гр.","375 ккал"
515,"Колбаса из оленины Коньячная с/к в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=515&find_section_section=-1&WF=Y,"39     гр.","0     гр.","17     гр.","308 ккал"
516,"Колбаса из оленины Краковская к/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=516&find_section_section=-1&WF=Y,"153     гр.","04     гр.","276     гр.","311 ккал"
517,"Колбаса из оленины Молочная коп/в в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=517&find_section_section=-1&WF=Y,"203     гр.","22     гр.","91     гр.","173 ккал"
518,"Колбаса из оленины Охотничья к/в в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=518&find_section_section=-1&WF=Y,"153     гр.","0     гр.","28     гр.","313 ккал"
519,"Колбаса из оленины Палермо с/к в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=519&find_section_section=-1&WF=Y,"39     гр.","0     гр.","17     гр.","308 ккал"
520,"Колбаса из оленины Пряная Горчица с/к в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=520&find_section_section=-1&WF=Y,"39     гр.","0     гр.","17     гр.","308 ккал"
521,"Колбаса из оленины с кедровым орехом с/к в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=521&find_section_section=-1&WF=Y,"39     гр.","0     гр.","17     гр.","308 ккал"
522,"Колбаса из оленины с Сыром коп/в в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=522&find_section_section=-1&WF=Y,"202     гр.","0     гр.","103     гр.","174 ккал"
523,"Колбаса из оленины Северная с/в н/о",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=523&find_section_section=-1&WF=Y," 33     гр."," 8     гр.","     гр."," 208 ккал"
524,"Колбаса из оленины Северная сырокопченная",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=524&find_section_section=-1&WF=Y,"15     гр.","0     гр.","30     гр.","330 ккал"
526,"Колбаса из оленины Туристическая к\в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=526&find_section_section=-1&WF=Y,"194     гр.","05     гр.","84     гр.","155 ккал"
527,"Колбаса Полярная с/к вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=527&find_section_section=-1&WF=Y,"15     гр.","0     гр.","50     гр.","510 ккал"
528,"Колбаски Аякли с/к в/у 60гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=528&find_section_section=-1&WF=Y,"22     гр.","0     гр.","44     гр.","480 ккал"
529,"Колбаски к пиву с/в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=529&find_section_section=-1&WF=Y,"     гр.","     гр.","     гр."," ккал"
530,"Колбаски Хатыстах с/к в/у 60гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=530&find_section_section=-1&WF=Y,"22     гр.","0     гр.","44     гр.","480 ккал"
531,"Колбаски Чибичете с/к в/у 60гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=531&find_section_section=-1&WF=Y,"272     гр.","0     гр.","396     гр.","475,6 ккал"
533,"Оленина сердце нарезка к\в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=533&find_section_section=-1&WF=Y,"39     гр.","0     гр.","6     гр.","210 ккал"
534,"Оленина Шейка деликатесная к\в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=534&find_section_section=-1&WF=Y,"194     гр.","2     гр.","32     гр.","115 ккал"
535,"Оленина шестная Ароматная в обсыпке с/в в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=535&find_section_section=-1&WF=Y,"349     гр.","0     гр.","58     гр.","193 ккал"
536,"Оленина шестная Северная в обсыпке с/в в/у",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=536&find_section_section=-1&WF=Y,"349     гр.","0     гр.","58     гр.","193 ккал"
541,"Суджук Полярный с/в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=541&find_section_section=-1&WF=Y,"21     гр.","0     гр.","44     гр.","480 ккал"
542,"Чипсы Нямса в ассортименте 20гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=542&find_section_section=-1&WF=Y,"38     гр.","0     гр.","16     гр.","296 ккал"
545,"Юкола из Оленины в коробке в/у 250гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=545&find_section_section=-1&WF=Y,"39     гр.","0     гр.","6     гр.","210 ккал"
546,"Юкола из оленины молодая с\в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=546&find_section_section=-1&WF=Y,"404     гр.","2     гр.","5     гр.","214 ккал"
853,"Балык из мяса Косули с/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=853&find_section_section=-1&WF=Y,"21     гр.","0     гр.","6     гр.","138 ккал"
854,"Балык из мяса Лося с/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=854&find_section_section=-1&WF=Y,"209     гр.","0     гр.","28     гр.","107 ккал"
855,"Балык из мяса Сарлыка с/в ",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=855&find_section_section=-1&WF=Y,"209     гр.","0     гр.","28     гр.","107 ккал"
858,"Брезаола из Лося с/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=858&find_section_section=-1&WF=Y,,,,
859,"Брезаола из Оленя с/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=859&find_section_section=-1&WF=Y,,,,
863,"Ветчина из лося с трюфелями вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=863&find_section_section=-1&WF=Y,"154     гр.","0     гр.","308     гр.","325 ккал"
864,"Ветчина из мяса Лося с/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=864&find_section_section=-1&WF=Y,,,,
867,"Грудка дикой утки с/к вес",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=867&find_section_section=-1&WF=Y,"204     гр.","14     гр.","58     гр.","138.9 ккал"
874,"Карпаччо из Алтайского Марала 0,46л",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=874&find_section_section=-1&WF=Y,"15     гр.","07     гр.","17     гр.","215.8 ккал"
875,"Карпаччо из Горно-Алтайского Сарлыка 0,46л",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=875&find_section_section=-1&WF=Y,"183     гр.","07     гр.","32     гр.","104.8 ккал"
879,"Колбаса Алтайская из мяса Марала",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=879&find_section_section=-1&WF=Y,"14     гр.","     гр.","45     гр.","470 ккал"
880,"Колбаса из Медведя с/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=880&find_section_section=-1&WF=Y,"     гр.","     гр.","     гр.","466 ккал"
881,"Колбаса Таежная вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=881&find_section_section=-1&WF=Y,"12     гр.","20     гр.","     гр.","228 ккал"
888,"Лосятина вяленая вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=888&find_section_section=-1&WF=Y,"209     гр.","0     гр.","28     гр.","107 ккал"
899,"Мясо Куропатки на Лосе с/в вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=899&find_section_section=-1&WF=Y,"31     гр.","22     гр.","05     гр.","368 ккал"
900,"Мясо Марала в/к вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=900&find_section_section=-1&WF=Y,"27     гр.","95     гр.","     гр.","210 ккал"
907,"Ножка  дикой утки с/к вес",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=907&find_section_section=-1&WF=Y,"213     гр.","     гр.","11     гр.","184 ккал"
908,"Оленина филе с/в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=908&find_section_section=-1&WF=Y,"39     гр.","0     гр.","6     гр.","210 ккал"
934,"Сардельки из Кабана, Сарлыка и Марала в/у вес",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=934&find_section_section=-1&WF=Y,"11    гр.","    гр.","    гр.",301ккал
946,"Филе косули в/к вес.",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=946&find_section_section=-1&WF=Y," 21    гр.","6     гр.","     гр.","138 ккал"
1040,"Колбаса из оленины Грецкий орех к\в",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=1040&find_section_section=-1&WF=Y,"39     гр.","0     гр.","17     гр.","308 ккал"
732,"Паштет из оленьей печени 100гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=732&find_section_section=-1&WF=Y,,,,
733,"Паштет мясной из оленины 100гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=733&find_section_section=-1&WF=Y,,,,
736,"Риет из Медвежатины с черносливом и коньяком",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=736&find_section_section=-1&WF=Y,"6    гр.","    гр.","6     гр.",255ккал
738,"Риет из мяса Лося с лимоном",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=738&find_section_section=-1&WF=Y,"6     гр.","    гр.","6     гр.","255 ккал"
912,"Паштет из глухаря с клюквой 250гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=912&find_section_section=-1&WF=Y,"18     гр.","20     гр.","05     гр.","253 ккал"
913,"Паштет из косули с лесными грибами 250гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=913&find_section_section=-1&WF=Y,"181     гр.","86     гр.","08     гр.","152 ккал"
914,"Паштет из лося с тыквенными семечками 250гр",http://dev1.azbuka-severa.dev-v.ru/bitrix/admin/iblock_element_edit.php?IBLOCK_ID=5&type=catalog&lang=ru&ID=914&find_section_section=-1&WF=Y,"183     гр.","6     гр.","07     гр.","369 ккал"
